customer,choice,gender,amount_spent,frequency,last purchase,tenure,p_fiction,p_nonfiction
713,0,1,218,14,8,48,8,5
714,0,1,138,8,1,8,3,0
715,0,0,191,6,10,56,0,6
716,0,0,123,8,1,8,2,1
717,0,1,261,6,10,54,0,6
718,0,1,185,8,2,12,6,0
719,0,1,320,16,5,42,7,3
720,0,0,213,4,4,22,0,1
721,0,0,199,10,1,10,8,0
722,0,1,167,4,11,58,0,5
723,0,1,82,4,1,4,0,1
724,0,1,404,18,7,38,3,5
725,0,0,155,10,8,44,0,6
726,0,0,215,16,1,16,9,0
727,0,0,26,32,1,32,23,1
728,0,1,59,8,1,8,0,1
729,0,1,121,8,2,12,6,0
730,0,1,300,14,1,14,12,1
731,0,0,191,20,1,20,18,0
732,0,1,124,12,1,12,7,0
733,0,1,78,12,1,12,10,1
734,0,1,168,4,1,4,0,0
735,0,1,41,12,2,18,9,0
736,0,1,130,10,1,10,1,1
737,0,1,235,14,1,14,5,0
738,0,1,241,22,1,22,17,1
739,0,1,295,8,2,14,4,1
740,0,0,321,16,10,46,8,4
741,0,0,326,22,4,38,16,1
742,0,1,34,10,2,12,0,1
743,0,0,130,14,2,22,12,1
744,0,1,195,12,2,16,4,1
745,0,1,230,2,1,2,0,0
746,0,0,210,34,1,34,29,1
747,0,0,405,14,9,50,5,4
748,0,1,143,10,1,10,7,0
749,0,1,141,24,2,28,14,0
750,0,1,297,12,1,12,8,1
751,0,1,119,10,5,26,4,2
752,0,0,115,16,2,20,5,1
753,0,1,153,32,2,38,28,1
754,0,0,142,12,1,12,7,1
755,0,0,224,16,2,18,8,1
756,0,0,98,12,3,22,6,2
757,0,1,393,14,12,78,1,8
758,0,1,206,18,4,36,11,2
759,0,1,219,12,6,34,8,2
760,0,1,219,34,8,78,25,6
761,0,1,325,4,10,56,0,7
762,0,0,191,12,1,12,5,0
763,0,0,81,10,2,12,0,1
764,0,1,320,10,2,18,3,0
765,0,1,281,30,1,30,20,1
766,0,1,247,4,1,4,0,1
767,0,0,303,14,3,28,6,2
768,0,1,204,4,1,4,3,0
769,0,1,247,14,2,18,7,2
770,0,1,305,14,8,56,2,6
771,0,1,32,12,1,12,7,1
772,0,1,30,14,1,14,10,0
773,0,1,41,14,1,14,8,0
774,0,1,190,14,10,72,0,8
775,0,1,42,12,2,18,3,2
776,0,1,63,24,2,26,21,2
777,0,1,277,12,5,36,0,4
778,0,0,161,20,1,20,12,0
779,0,1,126,8,2,16,3,1
780,0,0,47,2,2,4,0,0
781,0,1,247,10,1,10,3,0
782,0,1,260,30,2,38,19,2
783,0,1,213,6,1,6,0,1
784,0,1,312,14,1,14,12,1
785,0,1,252,16,1,16,8,1
786,0,1,240,6,12,46,0,7
787,0,1,127,4,2,6,0,0
788,0,0,179,24,1,24,13,1
789,0,0,54,12,1,12,2,0
790,0,0,108,10,2,12,0,2
791,0,1,82,4,3,20,2,1
792,0,1,42,10,2,16,0,1
793,0,1,214,22,2,26,14,1
794,0,1,284,30,1,30,26,0
795,0,0,302,14,12,48,4,6
796,0,1,307,34,1,34,26,1
797,0,1,277,14,2,20,11,1
798,0,0,150,12,2,18,3,2
799,0,1,104,18,1,18,13,0
800,0,0,317,16,2,22,10,1
801,0,1,100,20,2,26,14,0
802,0,0,183,30,5,44,23,1
803,0,0,118,14,2,22,3,1
804,0,1,79,20,1,20,11,1
805,0,0,141,2,2,4,0,2
806,0,0,292,16,1,16,10,0
807,0,1,227,4,1,4,1,0
808,0,1,254,36,7,68,24,5
809,0,1,272,4,12,30,0,4
810,0,0,60,8,2,14,0,2
811,0,1,181,16,1,16,14,1
812,0,0,328,34,9,62,19,6
813,0,0,115,4,2,10,0,2
814,0,1,156,14,1,14,4,1
815,0,1,287,30,1,30,25,0
816,0,1,116,28,1,28,22,1
817,0,1,79,6,2,14,3,0
818,0,1,151,14,1,14,8,1
819,0,1,173,8,11,66,0,6
820,0,1,224,8,1,8,3,1
821,0,1,228,16,11,52,10,5
822,0,0,143,12,3,26,1,1
823,0,1,214,6,5,20,0,1
824,0,1,305,2,2,6,0,1
825,0,0,371,4,6,38,0,2
826,0,0,225,18,1,18,15,0
827,0,1,161,14,1,14,10,1
828,0,1,54,8,1,8,0,1
829,0,0,253,16,2,20,15,0
830,0,0,155,10,1,10,9,0
831,0,1,160,22,6,42,17,4
832,0,1,281,14,1,14,8,1
833,0,1,72,12,2,18,9,0
834,0,1,177,30,1,30,20,1
835,0,1,84,14,2,22,12,1
836,0,0,180,12,1,12,8,1
837,0,1,195,6,1,6,5,0
838,0,1,325,10,2,12,3,0
839,0,1,180,4,2,6,1,1
840,0,1,158,10,1,10,1,1
841,0,0,323,8,4,20,2,2
842,0,0,112,16,1,16,6,0
843,0,1,304,12,2,16,0,2
844,0,0,219,12,7,42,7,4
845,0,1,238,10,1,10,8,1
846,0,0,226,14,2,20,10,2
847,0,0,220,28,2,32,18,2
848,0,1,143,4,2,12,0,2
849,0,1,274,10,8,26,0,5
850,0,0,154,12,10,44,6,5
851,0,1,302,16,11,62,8,4
852,0,0,188,10,9,50,2,6
853,0,1,53,26,2,32,21,0
854,0,1,198,26,2,30,17,1
855,0,1,256,12,5,32,8,1
856,0,1,248,10,2,12,5,0
857,0,0,350,12,5,38,6,5
858,0,1,217,36,2,44,26,2
859,0,0,231,14,2,18,8,1
860,0,0,119,34,7,66,21,4
861,0,1,253,6,12,38,0,2
862,0,0,295,14,1,14,8,0
863,0,0,276,24,2,28,14,1
864,0,1,218,14,1,14,10,1
865,0,1,202,8,4,30,0,0
866,0,0,232,8,1,8,5,0
867,0,1,247,32,2,40,31,0
868,0,1,310,12,2,18,6,1
869,0,1,298,12,4,24,0,2
870,0,1,161,2,1,2,0,1
871,0,0,122,16,1,16,14,1
872,0,1,34,10,1,10,7,0
873,0,1,191,10,2,12,7,0
874,0,0,103,18,2,24,8,1
875,0,1,127,10,2,18,3,1
876,0,1,106,16,1,16,5,1
877,0,0,102,2,2,8,0,0
878,0,1,301,6,1,6,0,0
879,0,0,228,6,2,8,1,1
880,0,0,263,12,1,12,6,1
881,0,1,80,6,2,14,4,1
882,0,0,256,16,8,60,1,5
883,0,1,229,18,1,18,16,1
884,0,1,67,12,1,12,4,1
885,0,0,292,12,4,28,6,0
886,0,1,320,6,3,18,0,0
887,0,1,241,30,1,30,28,0
888,0,0,312,14,1,14,11,1
889,0,1,261,22,2,30,15,1
890,0,1,273,16,1,16,10,0
891,0,0,163,6,2,14,0,0
892,0,0,198,30,1,30,26,1
893,0,1,234,14,2,16,7,2
894,0,0,232,16,1,16,10,1
895,0,0,271,14,1,14,11,0
896,0,1,148,28,3,40,23,2
897,0,1,273,16,10,70,13,2
898,0,1,94,8,3,26,4,1
899,0,0,284,18,7,44,6,3
900,0,0,152,18,1,18,13,0
901,0,0,35,6,2,10,3,1
902,0,1,242,16,12,80,8,6
903,0,1,28,12,1,12,11,0
904,0,1,226,22,1,22,17,1
905,0,0,34,4,2,10,0,0
906,0,1,32,12,2,18,3,2
907,0,1,150,30,1,30,23,1
908,0,1,102,28,1,28,25,0
909,0,1,394,8,11,72,1,6
910,0,0,399,8,10,54,0,7
911,0,1,257,16,2,24,7,0
912,0,1,250,24,2,28,23,0
913,0,0,83,18,1,18,14,0
914,0,1,221,2,1,2,0,0
915,0,0,271,16,3,26,8,1
916,0,1,366,10,12,70,0,6
917,0,1,300,14,1,14,7,1
918,0,0,262,10,12,34,0,5
919,0,1,287,8,2,14,0,0
920,0,0,89,4,2,8,0,1
921,0,1,32,16,1,16,14,1
922,0,1,142,16,6,46,10,3
923,0,1,278,20,1,20,19,0
924,0,0,175,4,1,4,0,0
925,0,1,203,16,2,24,11,1
926,0,0,205,2,2,8,0,1
927,0,1,33,12,2,14,5,1
928,0,1,176,4,1,4,1,1
929,0,1,284,10,1,10,8,1
930,0,0,46,2,1,2,0,0
931,0,1,323,12,7,44,0,4
932,0,0,262,2,3,12,0,0
933,0,1,59,8,1,8,5,1
934,0,1,88,30,2,38,22,1
935,0,1,263,4,12,66,0,8
936,0,1,96,4,2,12,0,1
937,0,0,269,16,3,30,6,3
938,0,1,410,16,9,66,9,5
939,0,0,289,14,1,14,8,0
940,0,1,176,12,1,12,10,0
941,0,1,186,24,1,24,13,1
942,0,0,222,2,6,24,0,2
943,0,1,369,4,5,28,0,1
944,0,1,447,8,10,38,0,4
945,0,0,301,24,3,32,16,1
946,0,1,128,18,2,24,14,2
947,0,1,144,16,2,22,8,0
948,0,0,65,12,2,16,7,0
949,0,1,229,10,2,12,6,0
950,0,0,71,20,2,24,18,0
951,0,1,120,4,1,4,2,0
952,0,1,158,16,2,18,13,0
953,0,1,204,14,1,14,6,0
954,0,0,81,20,1,20,11,1
955,0,1,111,8,1,8,3,0
956,0,0,190,10,1,10,7,0
957,0,0,264,16,8,62,7,4
958,0,1,174,12,8,54,1,3
959,0,0,360,34,7,52,22,2
960,0,0,124,12,2,14,4,1
961,0,1,216,10,1,10,4,0
962,0,0,310,8,4,32,5,1
963,0,1,222,12,1,12,4,1
964,0,1,222,10,1,10,9,0
965,0,1,172,16,3,32,12,3
966,0,1,346,16,6,30,10,4
967,0,1,157,16,1,16,13,1
968,0,1,240,12,2,14,9,1
969,0,0,170,24,2,30,19,2
970,0,0,289,6,5,16,5,0
971,0,0,382,4,8,50,0,1
972,0,0,346,16,5,42,9,4
973,0,0,280,34,1,34,26,1
974,0,0,92,22,2,24,16,1
975,0,0,132,18,2,20,11,1
976,0,0,238,16,1,16,6,0
977,0,1,78,2,2,10,0,1
978,0,0,21,10,1,10,5,1
979,0,1,93,12,1,12,3,0
980,0,1,133,10,1,10,2,1
981,0,1,158,2,3,10,0,2
982,0,1,202,16,11,40,9,5
983,0,1,45,14,2,16,10,0
984,0,1,182,10,1,10,4,0
985,0,1,200,26,2,32,25,0
986,0,1,34,16,2,24,6,2
987,0,1,182,14,2,18,7,1
988,0,1,266,12,3,30,9,0
989,0,0,285,16,3,22,14,1
990,0,1,87,22,2,24,12,1
991,0,1,293,2,9,26,0,5
992,0,1,105,24,2,30,16,0
993,0,1,295,6,9,56,0,5
994,0,1,165,14,2,22,8,1
995,0,1,187,2,8,18,0,4
996,0,0,155,18,1,18,15,0
997,0,1,283,2,1,2,0,1
998,0,0,314,14,2,16,7,2
999,0,1,276,10,2,14,0,2
1000,0,0,279,12,3,18,9,2
1001,0,1,218,6,1,6,0,1
1002,0,1,262,12,1,12,5,1
1003,0,1,349,2,7,28,0,4
1004,0,1,151,10,1,10,5,1
1005,0,1,199,14,2,16,10,1
1006,0,0,225,4,1,4,0,0
1007,0,1,189,12,1,12,9,1
1008,0,1,254,8,8,50,0,2
1009,0,1,192,12,2,16,1,2
1010,0,1,143,16,7,50,8,6
1011,0,1,240,14,1,14,11,0
1012,0,1,61,8,4,28,0,4
1013,0,1,187,2,8,44,0,4
1014,0,1,276,14,1,14,5,0
1015,0,1,211,6,4,24,0,2
1016,0,1,246,2,5,20,0,1
1017,0,1,165,12,5,22,8,2
1018,0,1,213,10,2,16,6,0
1019,0,1,45,8,1,8,2,0
1020,0,1,169,16,1,16,7,0
1021,0,1,38,14,1,14,9,1
1022,0,1,341,4,6,18,0,1
1023,0,1,243,14,10,62,3,4
1024,0,1,315,36,11,58,30,4
1025,0,1,228,8,10,46,0,5
1026,0,1,224,16,1,16,14,1
1027,0,1,131,14,1,14,7,0
1028,0,1,103,28,1,28,20,1
1029,0,0,223,16,2,20,13,1
1030,0,1,218,4,4,24,0,1
1031,0,0,396,4,10,28,0,5
1032,0,1,247,8,2,12,3,1
1033,0,1,36,12,1,12,1,1
1034,0,1,215,6,1,6,2,1
1035,0,1,202,26,1,26,20,1
1036,0,0,61,14,1,14,11,0
1037,0,1,200,10,1,10,6,1
1038,0,1,162,6,5,22,0,3
1039,0,1,269,12,3,28,5,1
1040,0,0,212,12,2,20,9,2
1041,0,1,262,14,1,14,10,1
1042,0,1,222,14,3,24,4,1
1043,0,0,158,8,1,8,0,0
1044,0,1,292,12,1,12,4,1
1045,0,0,308,6,1,6,0,0
1046,0,0,137,36,1,36,25,1
1047,0,1,114,16,1,16,10,1
1048,0,0,218,6,1,6,3,1
1049,0,0,156,6,2,14,0,1
1050,0,0,268,2,1,2,0,0
1051,0,1,44,16,2,20,5,2
1052,0,1,268,2,1,2,0,1
1053,0,1,118,16,1,16,14,0
1054,0,1,122,14,1,14,4,0
1055,0,1,187,10,5,30,6,1
1056,0,0,159,12,2,16,3,2
1057,0,1,224,32,1,32,24,1
1058,0,1,114,12,1,12,4,1
1059,0,1,218,2,2,8,0,1
1060,0,1,55,14,2,20,4,0
1061,0,1,315,14,5,34,6,1
1062,0,1,281,6,4,14,1,1
1063,0,0,282,8,6,24,0,2
1064,0,1,40,14,1,14,11,1
1065,0,0,172,4,2,8,0,2
1066,0,0,216,22,1,22,20,1
1067,0,0,148,32,2,38,22,1
1068,0,1,174,6,1,6,0,1
1069,0,0,181,12,1,12,1,1
1070,0,1,298,30,2,34,23,1
1071,0,0,181,10,2,16,0,1
1072,0,0,135,16,1,16,13,1
1073,0,1,382,6,11,64,0,7
1074,0,0,108,26,2,28,21,2
1075,0,0,145,2,1,2,0,1
1076,0,0,320,30,2,34,25,0
1077,0,0,401,6,8,40,0,5
1078,0,1,296,12,1,12,3,1
1079,0,1,287,12,2,18,9,1
1080,0,1,142,6,2,8,4,0
1081,0,1,214,2,1,2,0,1
1082,0,1,204,14,1,14,12,1
1083,0,1,183,2,1,2,0,1
1084,0,1,196,10,5,32,0,3
1085,0,1,254,14,3,28,6,2
1086,0,1,297,12,1,12,2,1
1087,0,1,219,10,2,18,7,2
1088,0,1,71,4,2,12,0,1
1089,0,1,233,34,1,34,23,1
1090,0,1,99,14,2,16,2,2
1091,0,1,26,16,1,16,14,1
1092,0,1,211,14,1,14,6,1
1093,0,1,232,10,1,10,6,1
1094,0,0,56,16,1,16,8,1
1095,0,1,78,14,2,20,11,2
1096,0,1,166,12,11,36,0,6
1097,0,1,159,16,2,20,10,0
1098,0,0,290,12,2,18,9,0
1099,0,1,272,10,2,12,2,1
1100,0,0,310,12,2,18,9,1
1101,0,1,314,12,9,66,2,5
1102,0,0,33,26,1,26,17,0
1103,0,1,108,12,6,32,4,2
1104,0,1,53,8,1,8,6,1
1105,0,1,151,12,2,16,3,1
1106,0,1,117,8,2,14,0,2
1107,0,1,127,26,2,34,15,2
1108,0,1,247,12,1,12,7,0
1109,0,1,243,8,2,10,0,1
1110,0,0,255,32,8,60,21,5
1111,0,1,169,10,2,18,0,2
1112,0,1,60,12,2,14,4,1
1113,0,1,202,8,2,14,0,0
1114,0,0,200,34,1,34,32,0
1115,0,1,301,36,7,62,28,5
1116,0,1,132,6,2,8,0,1
1117,0,1,173,10,2,16,5,0
1118,0,1,312,8,2,10,0,1
1119,0,1,104,28,1,28,25,1
1120,0,1,130,14,2,22,8,1
1121,0,0,127,36,1,36,30,0
1122,0,1,140,8,1,8,5,0
1123,0,1,383,16,8,50,2,4
1124,0,1,221,14,2,22,6,1
1125,0,0,273,14,5,30,4,3
1126,0,1,146,36,1,36,26,1
1127,0,1,233,14,4,28,3,4
1128,0,1,102,2,2,4,0,1
1129,0,1,276,24,2,32,18,2
1130,0,1,268,8,1,8,4,1
1131,0,1,175,36,1,36,29,0
1132,0,1,132,20,3,36,16,2
1133,0,1,231,2,2,8,0,1
1134,0,0,382,6,6,40,0,4
1135,0,1,95,16,1,16,6,0
1136,0,1,147,4,1,4,0,0
1137,0,0,93,16,1,16,10,0
1138,0,1,367,12,11,70,2,3
1139,0,1,199,12,1,12,3,0
1140,0,1,137,18,2,20,13,0
1141,0,1,239,6,3,14,0,1
1142,0,1,117,32,2,36,22,2
1143,0,1,192,10,2,12,4,1
1144,0,1,192,8,1,8,0,1
1145,0,0,310,12,2,18,9,0
1146,0,0,189,6,2,12,1,1
1147,0,0,298,12,1,12,6,1
1148,0,1,44,2,1,2,0,0
1149,0,1,78,10,2,14,0,1
1150,0,0,49,2,1,2,0,1
1151,0,1,125,6,2,8,2,1
1152,0,0,287,4,1,4,0,0
1153,0,1,152,4,8,38,0,4
1154,0,1,277,10,3,22,6,2
1155,0,0,215,16,1,16,13,1
1156,0,1,303,16,2,22,13,2
1157,0,1,71,10,1,10,2,0
1158,0,1,191,22,2,24,13,2
1159,0,1,98,8,1,8,7,0
1160,0,0,244,20,4,38,19,0
1161,0,1,32,16,1,16,7,0
1162,0,1,268,16,9,44,5,3
1163,0,0,132,12,1,12,6,1
1164,0,1,370,28,11,86,18,5
1165,0,1,335,6,12,54,0,5
1166,0,1,244,6,1,6,1,0
1167,0,1,185,12,2,20,7,2
1168,0,1,196,30,2,32,26,1
1169,0,1,157,12,1,12,7,0
1170,0,1,156,28,2,32,20,1
1171,0,1,219,18,8,40,7,5
1172,0,1,281,2,1,2,0,0
1173,0,1,294,16,1,16,12,1
1174,0,1,154,10,2,12,5,1
1175,0,1,84,4,1,4,1,1
1176,0,0,185,10,2,12,1,1
1177,0,0,102,2,1,2,0,1
1178,0,0,192,12,2,16,2,1
1179,0,0,131,10,2,16,7,0
1180,0,0,230,12,2,18,3,1
1181,0,1,266,2,3,18,0,3
1182,0,1,252,6,2,14,0,0
1183,0,1,113,8,2,14,0,2
1184,0,1,106,30,1,30,28,0
1185,0,1,158,16,7,44,3,3
1186,0,1,231,6,9,44,0,6
1187,0,1,301,16,1,16,11,1
1188,0,1,361,14,9,46,3,7
1189,0,1,135,6,1,6,2,0
1190,0,0,221,22,2,24,11,2
1191,0,0,261,18,2,24,9,1
1192,0,0,197,12,7,48,10,1
1193,0,1,273,10,1,10,5,1
1194,0,1,274,36,2,42,29,0
1195,0,0,149,10,1,10,1,0
1196,0,1,91,28,2,30,23,1
1197,0,1,76,6,1,6,5,0
1198,0,1,65,18,1,18,8,0
1199,0,0,49,16,3,22,13,2
1200,0,1,88,6,2,10,0,0
1201,0,0,89,8,2,14,0,1
1202,0,0,105,12,6,30,1,3
1203,0,1,279,28,1,28,23,1
1204,0,1,23,34,1,34,33,0
1205,0,1,78,8,2,12,5,1
1206,0,1,110,14,2,18,8,1
1207,0,0,241,4,1,4,2,1
1208,0,0,251,4,8,38,0,2
1209,0,0,199,24,2,26,22,1
1210,0,0,176,4,5,14,0,3
1211,0,1,303,10,2,14,6,0
1212,0,1,120,12,1,12,2,0
1213,0,1,167,16,1,16,8,0
1214,0,1,136,16,2,22,12,1
1215,0,1,91,14,1,14,9,1
1216,0,1,201,10,1,10,7,1
1217,0,1,238,4,2,8,0,1
1218,0,1,188,10,1,10,0,1
1219,0,1,264,12,3,18,1,1
1220,0,1,353,32,6,44,24,1
1221,0,0,295,8,1,8,2,1
1222,0,1,138,14,2,22,5,0
1223,0,1,133,6,1,6,0,0
1224,0,0,199,16,7,44,6,4
1225,0,1,182,16,2,22,4,2
1226,0,1,27,12,1,12,9,0
1227,0,1,273,10,1,10,0,1
1228,0,0,315,16,2,22,13,1
1229,0,1,122,2,2,10,0,1
1230,0,0,230,6,2,10,0,0
1231,0,1,316,4,2,10,0,1
1232,0,1,218,10,2,16,2,1
1233,0,1,198,8,1,8,7,0
1234,0,0,371,22,6,54,20,0
1235,0,1,189,30,6,60,20,4
1236,0,0,165,8,2,14,4,1
1237,0,1,93,10,1,10,4,1
1238,0,1,277,16,1,16,13,0
1239,0,1,120,14,1,14,9,1
1240,0,1,278,14,1,14,8,1
1241,0,1,304,16,1,16,5,1
1242,0,1,92,12,2,16,3,1
1243,0,0,313,4,1,4,0,0
1244,0,1,185,16,4,30,12,2
1245,0,1,211,24,2,28,21,1
1246,0,0,239,16,2,22,6,0
1247,0,0,88,10,3,26,0,2
1248,0,1,229,16,1,16,9,0
1249,0,1,262,2,8,30,0,4
1250,0,1,288,32,6,66,17,5
1251,0,1,151,4,1,4,0,0
1252,0,1,310,6,1,6,0,1
1253,0,0,260,18,1,18,15,1
1254,0,1,88,8,2,16,4,2
1255,0,1,51,28,2,36,20,0
1256,0,0,166,12,1,12,1,1
1257,0,1,38,12,1,12,6,0
1258,0,1,96,12,1,12,7,0
1259,0,0,124,2,4,22,0,3
1260,0,1,223,8,4,20,2,2
1261,0,1,118,16,1,16,13,0
1262,0,1,116,26,1,26,24,0
1263,0,1,154,8,7,24,0,3
1264,0,1,82,16,1,16,14,0
1265,0,0,296,24,6,42,14,5
1266,0,0,177,2,1,2,1,0
1267,0,1,86,8,1,8,0,1
1268,0,1,202,12,1,12,4,0
1269,0,1,78,26,1,26,18,1
1270,0,1,70,12,1,12,5,0
1271,0,1,192,12,1,12,3,1
1272,0,0,288,16,2,22,11,2
1273,0,1,131,14,2,22,10,1
1274,0,1,113,36,2,42,28,1
1275,0,0,190,18,1,18,15,1
1276,0,1,93,12,1,12,6,1
1277,0,1,59,18,2,22,15,1
1278,0,0,96,12,4,28,7,0
1279,0,0,82,12,2,20,8,0
1280,0,0,255,16,1,16,10,1
1281,0,1,76,32,2,40,25,1
1282,0,0,70,6,1,6,1,1
1283,0,1,180,16,2,18,13,1
1284,0,0,106,8,1,8,5,0
1285,0,0,268,10,2,18,0,1
1286,0,1,274,14,2,16,5,2
1287,0,1,59,8,2,14,0,1
1288,0,1,141,2,1,2,0,0
1289,0,0,219,10,1,10,4,0
1290,0,0,156,2,1,2,0,0
1291,0,1,153,8,1,8,2,1
1292,0,1,244,12,1,12,1,1
1293,0,1,144,16,1,16,11,1
1294,0,1,312,22,4,32,13,0
1295,0,1,81,4,3,10,1,2
1296,0,1,97,12,2,18,9,1
1297,0,1,147,34,2,36,31,1
1298,0,1,367,18,8,40,5,3
1299,0,1,169,10,1,10,3,1
1300,0,1,261,10,2,18,6,2
1301,0,1,425,8,9,48,0,6
1302,0,0,336,16,10,56,0,8
1303,0,1,156,4,5,26,0,1
1304,0,1,59,14,1,14,8,1
1305,0,1,68,6,2,12,0,1
1306,0,0,175,6,10,42,0,4
1307,0,0,99,26,4,50,19,1
1308,0,1,61,14,1,14,5,1
1309,0,1,289,20,1,20,11,0
1310,0,0,261,16,1,16,6,0
1311,0,1,231,24,2,26,15,1
1312,0,1,263,14,6,40,1,3
1313,0,0,169,4,9,50,0,1
1314,0,0,342,8,10,52,0,8
1315,0,1,17,16,1,16,7,0
1316,0,0,135,6,1,6,3,1
1317,0,0,301,6,2,12,4,1
1318,0,0,287,16,1,16,9,1
1319,0,0,254,24,1,24,19,0
1320,0,1,130,16,1,16,11,1
1321,0,1,94,6,1,6,0,0
1322,0,1,296,16,3,32,10,3
1323,0,1,265,32,6,48,26,3
1324,0,1,248,36,1,36,35,0
1325,0,0,401,16,8,54,2,5
1326,0,1,295,10,1,10,3,0
1327,0,1,299,12,1,12,2,0
1328,0,0,294,14,6,42,8,1
1329,0,0,162,30,3,40,18,2
1330,0,1,161,4,1,4,1,1
1331,0,0,134,14,1,14,13,0
1332,0,1,312,30,1,30,28,1
1333,0,1,302,16,1,16,12,0
1334,0,1,302,12,2,16,8,1
1335,0,1,292,16,1,16,6,1
1336,0,1,170,12,2,18,5,1
1337,0,0,152,30,10,82,14,7
1338,0,1,264,2,2,10,0,1
1339,0,0,266,16,1,16,8,0
1340,0,1,241,30,1,30,28,0
1341,0,1,234,30,1,30,26,0
1342,0,0,121,8,1,8,6,0
1343,0,1,156,30,5,50,20,1
1344,0,0,57,26,2,30,21,1
1345,0,0,190,26,2,32,23,1
1346,0,1,193,16,10,50,0,9
1347,0,1,38,16,1,16,6,0
1348,0,0,239,16,1,16,6,1
1349,0,1,157,6,2,14,0,2
1350,0,0,275,12,1,12,9,1
1351,0,1,311,4,5,32,0,3
1352,0,0,263,12,1,12,8,1
1353,0,0,62,12,4,30,8,1
1354,0,0,268,28,2,32,17,2
1355,0,1,139,2,9,44,0,2
1356,0,0,237,4,1,4,0,1
1357,0,1,134,16,7,48,12,3
1358,0,1,239,12,2,14,8,1
1359,0,1,167,6,1,6,1,0
1360,0,1,228,14,5,32,6,3
1361,0,0,152,4,1,4,0,0
1362,0,1,60,8,1,8,2,1
1363,0,1,78,16,2,18,5,1
1364,0,1,113,4,1,4,2,1
1365,0,1,65,6,2,10,1,2
1366,0,0,240,28,2,30,25,1
1367,0,0,265,14,3,24,11,0
1368,0,1,309,14,1,14,9,1
1369,0,1,329,6,2,8,0,1
1370,0,1,89,30,1,30,27,0
1371,0,1,349,6,11,66,0,6
1372,0,0,326,8,10,36,0,6
1373,0,0,106,6,4,18,0,1
1374,0,1,388,12,7,32,3,5
1375,0,1,127,30,1,30,28,0
1376,0,1,217,16,2,22,12,0
1377,0,1,307,16,4,28,13,2
1378,0,0,235,12,2,14,3,1
1379,0,1,122,16,2,18,8,1
1380,0,1,271,16,1,16,12,0
1381,0,1,300,10,3,18,5,1
1382,0,1,135,30,7,48,19,2
1383,0,0,101,30,1,30,26,0
1384,0,0,244,8,2,12,4,2
1385,0,1,147,14,2,18,11,0
1386,0,1,151,4,1,4,0,1
1387,0,1,260,12,2,16,2,1
1388,0,1,163,22,1,22,16,0
1389,0,1,113,14,6,46,3,3
1390,0,0,150,30,1,30,19,1
1391,0,1,265,16,2,20,8,1
1392,0,1,220,12,2,20,3,1
1393,0,0,84,6,1,6,2,0
1394,0,1,267,14,12,72,7,5
1395,0,1,328,4,3,12,0,3
1396,0,1,389,12,7,36,0,4
1397,0,1,193,12,5,30,1,1
1398,0,1,290,10,1,10,4,0
1399,0,1,129,14,2,20,10,0
1400,0,1,225,6,9,58,0,6