"ID","price","bedrooms","bathrooms","lot_size","year_built","postal_code","borough"
1,314000,3,2,348,1988,"H1E4T3","Rivière-des-Prairies–Pointe-aux-Trembles"
2,629988,3,1,344,1951,"H4B2N7","Côte-des-Neiges–Notre-Dame-de-Grâce"
3,329000,3,2,485,1980,"H1A2Z7","Rivière-des-Prairies–Pointe-aux-Trembles"
4,429000,3,2,274,1985,"H1E5E5","Rivière-des-Prairies–Pointe-aux-Trembles"
5,429000,2,2,264,1943,"H1L4J3","Mercier–Hochelaga-Maisonneuve"
6,539000,3,2,345,1968,"H4J2B8","Ahuntsic-Cartierville"
7,449000,2,1,387,1946,"H2N1R6","Ahuntsic-Cartierville"
8,289000,3,2,381,1960,"H1E1Z5","Rivière-des-Prairies–Pointe-aux-Trembles"
9,579000,3,1,309,1986,"H1R3V6","Saint-Léonard"
10,389000,5,2,528,1989,"H9K1A3","Pierrefonds-Roxboro"
11,339000,3,1,372,1979,"H1E2E8","Rivière-des-Prairies–Pointe-aux-Trembles"
12,370000,4,2,520,1986,"H1C2A8","Rivière-des-Prairies–Pointe-aux-Trembles"
13,429900,4,1,455,1985,"H1A4Z7","Rivière-des-Prairies–Pointe-aux-Trembles"
14,319000,4,2,372,1956,"H1H3Y5","Montréal-Nord"
15,625000,4,1,590,1947,"H8T2E7","Lachine"
16,419000,3,1,779,1958,"H8Y1N7","Pierrefonds-Roxboro"
17,749000,3,2,383,1950,"H3M2W2","Ahuntsic-Cartierville"
18,775000,5,3,897,1994,"H9E1S1","L'Île-Bizard–Sainte-Geneviève"
19,1489000,5,4,534,1950,"H3W1Y7","Côte-des-Neiges–Notre-Dame-de-Grâce"
20,359000,3,1,504,1984,"H9C2P9","L'Île-Bizard–Sainte-Geneviève"
21,695000,3,1,238,1885,"H3K1C8","Le Sud-Ouest"
22,469000,2,1,180,1992,"H1K5C8","Mercier–Hochelaga-Maisonneuve"
23,339000,3,1,172,1991,"H1E7C7","Rivière-des-Prairies–Pointe-aux-Trembles"
24,429900,3,1,211,1959,"H2C2W8","Ahuntsic-Cartierville"
25,695000,4,2,421,1915,"H1K2J3","Mercier–Hochelaga-Maisonneuve"
26,625000,3,1,348,1953,"H2C3E2","Ahuntsic-Cartierville"
27,1475000,6,4,1189,2000,"H9C2X2","L'Île-Bizard–Sainte-Geneviève"
28,225000,3,2,465,1945,"H1A2C2","Rivière-des-Prairies–Pointe-aux-Trembles"
29,524900,4,2,697,1974,"H9H1H7","Pierrefonds-Roxboro"
30,509500,3,1,347,1986,"H1K4Y7","Anjou"
31,409000,4,2,557,1988,"H9K1E8","Pierrefonds-Roxboro"
32,389900,3,1,393,1948,"H4L3Z4","Saint-Laurent"
33,368000,3,2,239,1992,"H9J1W4","Pierrefonds-Roxboro"
34,329000,3,1,300,1876,"H2C2T2","Ahuntsic-Cartierville"
35,218000,3,1,142,1970,"H1B3B4","Rivière-des-Prairies–Pointe-aux-Trembles"
36,1295000,5,3,829,1987,"H4K2W3","Ahuntsic-Cartierville"
37,388000,4,1,177,1974,"H4K1T5","Saint-Laurent"
38,649000,5,2,480,1987,"H9J3N5","Pierrefonds-Roxboro"
39,529000,3,2,437,1953,"H4L4R7","Saint-Laurent"
40,499000,2,1,856,1700,"H9H3A3","L'Île-Bizard–Sainte-Geneviève"
41,349000,4,1,172,1992,"H1E7E9","Rivière-des-Prairies–Pointe-aux-Trembles"
42,274900,2,1,202,1920,"H1L2C6","Mercier–Hochelaga-Maisonneuve"
43,279000,3,1,211,1917,"H2A2Y6","Villeray–Saint-Michel–Parc-Extension"
44,299900,3,2,257,1910,"H8R1E1","Lachine"
45,239900,2,1,157,1997,"H1A5P5","Rivière-des-Prairies–Pointe-aux-Trembles"
46,479000,4,1,502,1966,"H1B1X5","Rivière-des-Prairies–Pointe-aux-Trembles"
47,319000,2,1,195,1922,"H1N2L9","Mercier–Hochelaga-Maisonneuve"
48,399000,3,2,147,1973,"H1M1Y2","Anjou"
49,460000,6,2,523,1982,"H1E4A5","Rivière-des-Prairies–Pointe-aux-Trembles"
50,1125000,3,2,200,1900,"H2V2J9","Le Plateau-Mont-Royal"
51,1499900,3,1,1559,1910,"H3X2S5","Côte-des-Neiges–Notre-Dame-de-Grâce"
52,629000,4,2,381,2000,"H8Y3R3","Pierrefonds-Roxboro"
53,1195000,4,2,1504,2001,"H8Z1G3","Pierrefonds-Roxboro"
54,598382.7885,4,2,1951,1958,"H8Z2T7","Pierrefonds-Roxboro"
55,475000,4,2,452,1984,"H1E4L8","Rivière-des-Prairies–Pointe-aux-Trembles"
56,889000,3,3,680,2003,"H1E3N8","Rivière-des-Prairies–Pointe-aux-Trembles"
57,624900,2,1,145,1875,"H2W2B4","Le Plateau-Mont-Royal"
58,219500,3,1,738,1983,"H1C1S5","Rivière-des-Prairies–Pointe-aux-Trembles"
59,519000,3,1,337,1998,"H1J2Y4","Anjou"
60,1289000,5,3,964,1971,"H1G5X1","Montréal-Nord"
61,369000,4,2,192,1984,"H8S2W1","Lachine"
62,449000,4,2,553,1950,"H9C1H7","L'Île-Bizard–Sainte-Geneviève"
63,489000,3,2,585,1980,"H1E2E3","Rivière-des-Prairies–Pointe-aux-Trembles"
64,765000,4,3,503,1955,"H4V2H7","Côte-des-Neiges–Notre-Dame-de-Grâce"
65,1329000,5,3,317,1931,"H3W2H9","Côte-des-Neiges–Notre-Dame-de-Grâce"
66,739000,3,1,255,1983,"H2M2L7","Ahuntsic-Cartierville"
67,589000,3,2,1589,1953,"H1A2B6","Rivière-des-Prairies–Pointe-aux-Trembles"
68,579000,5,2,593,1991,"H9K1J8","Pierrefonds-Roxboro"
69,399000,3,2,302,1942,"H4L2Y9","Saint-Laurent"
70,819000,4,3,663,1980,"H3L3H5","Ahuntsic-Cartierville"
71,799000,3,1,257,1985,"H2M2L7","Ahuntsic-Cartierville"
72,838888,4,3,204,1980,"H3E1L2","Verdun"
73,339000,3,1,289,1983,"H1E6B8","Rivière-des-Prairies–Pointe-aux-Trembles"
74,459325.125,3,1,446,1959,"H9H1B9","L'Île-Bizard–Sainte-Geneviève"
75,499999,3,2,650,1963,"H8Z1N1","Pierrefonds-Roxboro"
76,469000,3,1,465,1954,"H8T2T9","Lachine"
77,649900,4,2,363,1985,"H1A5S7","Rivière-des-Prairies–Pointe-aux-Trembles"
78,949000,2,2,53,1915,"H2L3Z8","Le Plateau-Mont-Royal"
79,699000,3,2,4270,1831,"H9K1B7","Pierrefonds-Roxboro"
80,550000,3,1,473,1949,"H3X3S1","Côte-des-Neiges–Notre-Dame-de-Grâce"
81,459000,2,2,201,1947,"H2E1R6","Villeray–Saint-Michel–Parc-Extension"
82,499000,4,1,591,1968,"H9H1W3","Pierrefonds-Roxboro"
83,495000,3,2,334,1987,"H1K5A9","Mercier–Hochelaga-Maisonneuve"
84,849000,4,2,465,1944,"H1T2X1","Rosemont–La Petite-Patrie"
85,359000,4,1,609,1962,"H8Z2A3","Pierrefonds-Roxboro"
86,1149000,6,2,293,1959,"H3L2S2","Ahuntsic-Cartierville"
87,388000,3,1,339,1973,"H1M1Y2","Anjou"
88,499000,4,1,438,1956,"H8T1M4","Lachine"
89,550000,3,1,434,1952,"H1T1M7","Rosemont–La Petite-Patrie"
90,549000,3,1,179,1990,"H8T3M9","Lachine"
91,449000,3,2,780,1966,"H9E1E9","L'Île-Bizard–Sainte-Geneviève"
92,289900,3,1,274,1959,"H1G1H4","Montréal-Nord"
93,341000,4,2,195,1956,"H1N2K4","Mercier–Hochelaga-Maisonneuve"
94,830000,3,1,134,1986,"H3J2S7","Le Sud-Ouest"
95,419000,2,2,372,1951,"H1Z1X5","Villeray–Saint-Michel–Parc-Extension"
96,799000,4,3,947,1924,"H4K1C8","Ahuntsic-Cartierville"
97,439000,4,1,623,1958,"H9J1H4","Pierrefonds-Roxboro"
98,649900,3,1,246,1951,"H4H1Z1","Verdun"
99,334000,4,1,664,1956,"H1A2W1","Rivière-des-Prairies–Pointe-aux-Trembles"
100,389000,4,3,784,1953,"H1A1N7","Rivière-des-Prairies–Pointe-aux-Trembles"
101,849000,4,3,837,1951,"H8T2X1","Lachine"
102,549000,4,3,661,1940,"H1A2B2","Rivière-des-Prairies–Pointe-aux-Trembles"
103,1175000,5,3,278,1921,"H4A3K8","Côte-des-Neiges–Notre-Dame-de-Grâce"
104,699000,3,1,621,1946,"H4H2S6","Verdun"
105,1285000,4,1,224,1941,"H2V3J6","Outremont"
106,799000,3,1,297,1909,"H3K1R9","Le Sud-Ouest"
107,849000,5,2,361,1934,"H4L3V3","Saint-Laurent"
108,595000,1,1,99,1870,"H2L3A9","Ville-Marie"
109,759000,6,3,740,2002,"H9C2Z8","L'Île-Bizard–Sainte-Geneviève"
110,475000,2,1,2515,1958,"H9C1H1","L'Île-Bizard–Sainte-Geneviève"
111,335000,5,2,511,1974,"H9H3N5","Pierrefonds-Roxboro"
112,899000,4,3,604,2000,"H1R2G1","Saint-Léonard"
113,255000,4,2,231,1965,"H1B4N1","Rivière-des-Prairies–Pointe-aux-Trembles"
114,689000,4,2,428,2012,"H1H4T1","Montréal-Nord"
115,475000,2,2,641,1959,"H9H2H5","Pierrefonds-Roxboro"
116,725000,3,1,286,1949,"H3L2W4","Ahuntsic-Cartierville"
117,524900,4,2,717,1965,"H9A2T8","Pierrefonds-Roxboro"
118,975000,4,2,203,1915,"H4A2S3","Côte-des-Neiges–Notre-Dame-de-Grâce"
119,898000,4,3,199,1993,"H3E1W2","Verdun"
120,1150000,4,3,2053,1720,"H8T2T4","Lachine"
121,579000,4,1,437,1950,"H4E2X7","Le Sud-Ouest"
122,399900,2,1,442,1957,"H8P2V1","LaSalle"
123,535000,5,2,610,1965,"H9H2C2","Pierrefonds-Roxboro"
124,349900,3,1,333,1982,"H9H3Z1","Pierrefonds-Roxboro"
125,548000,4,2,502,1965,"H9H1S6","Pierrefonds-Roxboro"
126,389000,4,1,239,1965,"H1L4C7","Mercier–Hochelaga-Maisonneuve"
127,499000,4,2,594,1981,"H1E4E8","Rivière-des-Prairies–Pointe-aux-Trembles"
128,1495000,5,2,221,1919,"H4A2S4","Côte-des-Neiges–Notre-Dame-de-Grâce"
129,345000,3,2,469,1983,"H1E4S3","Rivière-des-Prairies–Pointe-aux-Trembles"
130,729000,5,3,747,1988,"H1L3L8","Mercier–Hochelaga-Maisonneuve"
131,599000,3,3,864,1990,"H9C2V3","L'Île-Bizard–Sainte-Geneviève"
132,1250000,4,2,139,1875,"H3J2A9","Le Sud-Ouest"
133,369200,3,1,462,1985,"H1A2K1","Rivière-des-Prairies–Pointe-aux-Trembles"
134,399900,3,2,264,1985,"H1E5C2","Rivière-des-Prairies–Pointe-aux-Trembles"
135,459000,3,2,712,1973,"H9H1T9","Pierrefonds-Roxboro"
136,1089963,3,2,357,1875,"H2L2Y3","Ville-Marie"
137,424000,3,1,524,1951,"H8R3J8","LaSalle"
138,1495000,4,2,283,1875,"H2W1W6","Le Plateau-Mont-Royal"
139,658000,3,1,409,1870,"H2L2X2","Ville-Marie"
140,629000,4,2,585,1970,"H4K2C4","Ahuntsic-Cartierville"
141,548900,4,1,489,2004,"H1C2K3","Rivière-des-Prairies–Pointe-aux-Trembles"
142,445000,4,1,456,1961,"H1K1E2","Anjou"
143,885000,4,2,483,1949,"H4B2X6","Côte-des-Neiges–Notre-Dame-de-Grâce"
144,649900,5,3,736,1988,"H1A2B6","Rivière-des-Prairies–Pointe-aux-Trembles"
145,485000,3,2,468,1986,"H1E5S5","Rivière-des-Prairies–Pointe-aux-Trembles"
146,499999,3,2,502,1962,"H8Z2S2","Pierrefonds-Roxboro"
147,1455000,4,3,178,1926,"H4A1M7","Côte-des-Neiges–Notre-Dame-de-Grâce"
148,928600,3,3,184,1952,"H4H1Y4","Verdun"
149,649000,3,1,177,1999,"H8P1C3","LaSalle"
150,624500,4,2,564,1949,"H2B2J2","Ahuntsic-Cartierville"
151,399000,3,1,455,1987,"H1E5Z2","Rivière-des-Prairies–Pointe-aux-Trembles"
152,280000,2,1,520,1949,"H8Y2M5","Pierrefonds-Roxboro"
153,379000,3,2,413,1958,"H1G5C1","Montréal-Nord"
154,1088800,6,2,602,1953,"H3M2V1","Ahuntsic-Cartierville"
155,419000,4,2,542,1981,"H1A4B5","Rivière-des-Prairies–Pointe-aux-Trembles"
156,379000,3,1,213,1910,"H4E2Z6","Le Sud-Ouest"
157,675000,4,2,478,1964,"H3M2S6","Ahuntsic-Cartierville"
158,1195000,5,3,829,1987,"H4K2W3","Ahuntsic-Cartierville"
159,818000,4,3,740,2003,"H9C3A5","L'Île-Bizard–Sainte-Geneviève"
160,365000,3,2,339,1964,"H1G4N2","Montréal-Nord"
161,690000,4,2,457,2002,"H8Z3J9","Pierrefonds-Roxboro"
162,435000,3,1,559,1985,"H9J3C3","Pierrefonds-Roxboro"
163,325000,4,1,397,1966,"H1G2A8","Montréal-Nord"
164,589000,4,2,446,1920,"H8S1V8","Lachine"
165,699900,4,2,475,1963,"H1P1K7","Saint-Léonard"
166,529000,2,1,145,1875,"H3K1N4","Le Sud-Ouest"
167,349000,4,2,308,1964,"H1K2X8","Anjou"
168,449000,3,2,780,1966,"H9E1E9","L'Île-Bizard–Sainte-Geneviève"
169,1149000,3,2,875,1999,"H1C1B1","Rivière-des-Prairies–Pointe-aux-Trembles"
170,459000,4,2,652,1962,"H8Z1C8","Pierrefonds-Roxboro"
171,319000,3,1,298,1990,"H1C2E3","Rivière-des-Prairies–Pointe-aux-Trembles"
172,259900,2,1,232,1910,"H1L5C1","Mercier–Hochelaga-Maisonneuve"
173,335000,3,1,297,1984,"H1C1S1","Rivière-des-Prairies–Pointe-aux-Trembles"
174,889000,3,2,130,1900,"H4C1X5","Le Sud-Ouest"
175,399000,3,2,316,1984,"H1E5W1","Rivière-des-Prairies–Pointe-aux-Trembles"
176,389000,3,2,486,1987,"H1A4J5","Rivière-des-Prairies–Pointe-aux-Trembles"
177,649500,4,2,532,1974,"H4K1E2","Ahuntsic-Cartierville"
178,395000,4,2,123,1928,"H8P2L8","LaSalle"
179,545000,4,4,285,1967,"H8N2T8","LaSalle"
180,799000,3,1,297,1909,"H3K1R9","Le Sud-Ouest"
181,750000,3,2,565,1967,"H8T2A6","Lachine"
182,1198000,5,3,1459,1951,"H9C1C7","L'Île-Bizard–Sainte-Geneviève"
183,479888,4,1,356,1942,"H4L3B4","Saint-Laurent"
184,424000,4,2,559,1983,"H9J3C3","Pierrefonds-Roxboro"
185,414500,3,1,426,1973,"H1K4C5","Anjou"
186,749000,4,2,604,1976,"H9A2W2","Pierrefonds-Roxboro"
187,549900,4,2,327,1985,"H1R3V7","Saint-Léonard"
188,844000,4,1,382,1948,"H1X2V5","Rosemont–La Petite-Patrie"
189,579000,5,1,382,1954,"H4L4M7","Saint-Laurent"
190,968000,3,1,264,1920,"H4A2L1","Côte-des-Neiges–Notre-Dame-de-Grâce"
191,640000,4,2,452,1963,"H3M1R4","Ahuntsic-Cartierville"
192,588000,4,2,711,1999,"H9C2Y7","L'Île-Bizard–Sainte-Geneviève"
193,499000,3,2,650,1968,"H9J1Y8","Pierrefonds-Roxboro"
194,799000,4,2,449,1947,"H1T2Y4","Rosemont–La Petite-Patrie"
195,748000,4,2,437,1950,"H4V2K6","Côte-des-Neiges–Notre-Dame-de-Grâce"
196,1398000,6,3,256,1893,"H3H2H5","Ville-Marie"
197,309000,3,1,212,1945,"H8S3C4","Lachine"
198,887000,4,2,530,1990,"H9H2A7","Pierrefonds-Roxboro"
199,399900,4,2,514,1981,"H1E4C2","Rivière-des-Prairies–Pointe-aux-Trembles"
200,730000,5,2,445,1959,"H1K1P8","Anjou"
201,479000,3,2,285,1974,"H1T3R5","Saint-Léonard"
202,1495000,4,2,221,1919,"H4A2S4","Côte-des-Neiges–Notre-Dame-de-Grâce"
203,925000,4,2,263,1929,"H4A2Z7","Côte-des-Neiges–Notre-Dame-de-Grâce"
204,299900,4,2,465,1962,"H1B3V2","Rivière-des-Prairies–Pointe-aux-Trembles"
205,525000,4,2,595,1980,"H8Z3E5","Pierrefonds-Roxboro"
206,489000,5,2,758,1981,"H1E2G2","Rivière-des-Prairies–Pointe-aux-Trembles"
207,659000,3,2,276,1950,"H4B2N9","Côte-des-Neiges–Notre-Dame-de-Grâce"
208,450000,4,2,697,1958,"H8Y3B1","Pierrefonds-Roxboro"
209,849000,5,2,86,1900,"H3J1B2","Ville-Marie"
210,438000,4,2,218,1993,"H8S4L6","Lachine"
211,419000,4,2,720,1985,"H9C2R2","L'Île-Bizard–Sainte-Geneviève"
212,295000,3,2,436,1958,"H1B4L7","Rivière-des-Prairies–Pointe-aux-Trembles"
213,499000,4,1,309,1964,"H1K1B2","Anjou"
214,588000,2,1,256,1949,"H4E1Z9","Le Sud-Ouest"
215,264900,2,2,231,1966,"H1B3P4","Rivière-des-Prairies–Pointe-aux-Trembles"
216,378800,3,2,452,1975,"H1G1Y2","Montréal-Nord"
217,399000,2,1,397,1948,"H4L3Z6","Saint-Laurent"
218,739000,5,1,401,1961,"H2E2W7","Villeray–Saint-Michel–Parc-Extension"
219,699000,3,1,125,1885,"H2L4H8","Le Plateau-Mont-Royal"
220,879000,4,3,481,1972,"H3M1T7","Ahuntsic-Cartierville"
221,749000,3,1,177,1982,"H3J2N8","Le Sud-Ouest"
222,1420000,4,2,345,1991,"H3E1V3","Verdun"
223,429000,2,1,642,1988,"H9J3C4","Pierrefonds-Roxboro"
224,589000,5,1,395,1953,"H4J2B4","Ahuntsic-Cartierville"
225,558364.59,4,2,1951,1958,"H8Z2T7","Pierrefonds-Roxboro"
226,459000,2,1,342,1946,"H4E3G7","Le Sud-Ouest"
227,1249000,5,3,1004,1956,"H3L1K4","Ahuntsic-Cartierville"
228,1148000,5,2,362,1910,"H4A3N6","Côte-des-Neiges–Notre-Dame-de-Grâce"
229,359000,2,1,348,1932,"H8S2Y3","Lachine"
230,334000,5,2,431,1960,"H1A2N8","Rivière-des-Prairies–Pointe-aux-Trembles"
231,685000,6,3,613,1975,"H9C1R7","L'Île-Bizard–Sainte-Geneviève"
232,299000,2,1,578,1890,"H9H1E4","L'Île-Bizard–Sainte-Geneviève"
233,545800,4,2,465,1955,"H8T1E7","Lachine"
234,464900,3,2,871,1955,"H8Y1J4","Pierrefonds-Roxboro"
235,434500,2,1,251,1984,"H1K4V2","Mercier–Hochelaga-Maisonneuve"
236,459000,3,1,209,1989,"H8S3J5","Lachine"
237,868000,3,2,175,1928,"H2E2M2","Villeray–Saint-Michel–Parc-Extension"
238,889000,5,2,238,1974,"H4A2L4","Côte-des-Neiges–Notre-Dame-de-Grâce"
239,319900,3,2,321,1990,"H1A5H2","Rivière-des-Prairies–Pointe-aux-Trembles"
240,399000,4,1,231,1977,"H4K1R3","Ahuntsic-Cartierville"
241,429000,5,1,743,1957,"H8Z2W2","Pierrefonds-Roxboro"
242,328000,3,1,460,1959,"H1G4X3","Montréal-Nord"
243,569900,3,2,432,1992,"H1E7C3","Rivière-des-Prairies–Pointe-aux-Trembles"
244,409000,2,1,418,1956,"H1K2H2","Mercier–Hochelaga-Maisonneuve"
245,679000,4,2,499,1950,"H8T2J6","Lachine"
246,529900,3,1,400,2003,"H1C2K5","Rivière-des-Prairies–Pointe-aux-Trembles"
247,935000,5,3,1169,1985,"H1A5B4","Rivière-des-Prairies–Pointe-aux-Trembles"
248,428000,4,1,372,1951,"H1Z3Y1","Villeray–Saint-Michel–Parc-Extension"
249,318000,4,1,444,1948,"H8S3K5","Lachine"
250,899000,6,2,753,1966,"H1T1X5","Rosemont–La Petite-Patrie"
251,749000,4,2,465,1949,"H8T2S6","Lachine"
252,668000,4,2,196,1910,"H4E1N8","Le Sud-Ouest"
253,575000,5,2,929,1956,"H8Y2H7","Pierrefonds-Roxboro"
254,549000,3,2,342,1964,"H1K1Z2","Mercier–Hochelaga-Maisonneuve"
255,299000,3,1,174,1985,"H1A3T3","Rivière-des-Prairies–Pointe-aux-Trembles"
256,798000,3,1,553,1962,"H8T2C3","Lachine"
257,525000,4,3,462,1951,"H9H1B7","L'Île-Bizard–Sainte-Geneviève"
258,894000,3,3,774,1987,"H4K2Y4","Ahuntsic-Cartierville"
259,639000,4,2,465,1954,"H4M1W5","Saint-Laurent"
260,669000,4,2,604,1966,"H9H2B3","Pierrefonds-Roxboro"
261,349000,3,2,209,1955,"H8S3G2","Lachine"
262,499000,4,2,475,1967,"H1P1M7","Saint-Léonard"
263,699000,4,2,556,1977,"H8R3Z3","LaSalle"
264,769000,3,2,565,1967,"H8T2A6","Lachine"
265,509900,5,2,502,1966,"H9H2C7","Pierrefonds-Roxboro"
266,659000,3,2,116,1910,"H4C2J3","Le Sud-Ouest"
267,726000,5,3,465,1957,"H4M1R1","Saint-Laurent"
268,568000,4,1,481,1990,"H9H4W7","Pierrefonds-Roxboro"
269,305000,3,1,273,1975,"H8Z3A5","Pierrefonds-Roxboro"
270,619000,3,2,1602,1983,"H9E1K5","L'Île-Bizard–Sainte-Geneviève"
271,369000,3,1,335,1992,"H1A5J4","Rivière-des-Prairies–Pointe-aux-Trembles"
272,389000,3,1,409,1959,"H1G5H9","Montréal-Nord"
273,319800,5,1,757,1955,"H1A1H1","Rivière-des-Prairies–Pointe-aux-Trembles"
274,399000,4,1,209,1952,"H1K2W5","Mercier–Hochelaga-Maisonneuve"
275,369000,4,2,599,1979,"H1B4E8","Rivière-des-Prairies–Pointe-aux-Trembles"
276,449900,3,1,2070,1982,"H9E1K5","L'Île-Bizard–Sainte-Geneviève"
277,569000,4,3,438,2001,"H9K1P6","Pierrefonds-Roxboro"
278,399000,3,1,273,1977,"H1J2E3","Anjou"
279,799900,5,2,792,1993,"H9C2X2","L'Île-Bizard–Sainte-Geneviève"
280,725000,4,3,384,1962,"H3M1R5","Ahuntsic-Cartierville"
281,395000,4,2,255,1967,"H8N2A2","LaSalle"
282,364900,4,2,445,1959,"H9J1H6","Pierrefonds-Roxboro"
283,398000,2,1,455,1995,"H9E1H2","L'Île-Bizard–Sainte-Geneviève"
284,469900,3,1,152,1984,"H8R2L4","LaSalle"
285,629000,5,3,924,1989,"H9C2T5","L'Île-Bizard–Sainte-Geneviève"
286,895000,3,2,1771,1983,"H9C2K9","L'Île-Bizard–Sainte-Geneviève"
287,259800,3,2,378,1970,"H1A3E5","Rivière-des-Prairies–Pointe-aux-Trembles"
288,719000,3,1,334,1951,"H4V2K8","Côte-des-Neiges–Notre-Dame-de-Grâce"
289,1175000,5,2,278,1921,"H4A3K8","Côte-des-Neiges–Notre-Dame-de-Grâce"
290,419000,3,2,376,1976,"H1E1Z4","Rivière-des-Prairies–Pointe-aux-Trembles"
291,477000,4,2,348,1945,"H2A2E1","Villeray–Saint-Michel–Parc-Extension"
292,969000,4,3,608,1985,"H4K2Y5","Ahuntsic-Cartierville"
293,725000,4,2,465,1950,"H3X3S7","Côte-des-Neiges–Notre-Dame-de-Grâce"
294,265000,3,1,225,2001,"H1A5K7","Rivière-des-Prairies–Pointe-aux-Trembles"
295,359900,4,2,365,1915,"H8S3V8","Lachine"
296,399000,4,2,595,1958,"H9H1P5","Pierrefonds-Roxboro"
297,1228000,5,2,205,1922,"H3C2G8","Côte-des-Neiges–Notre-Dame-de-Grâce"
298,235000,3,1,279,1974,"H1E2V1","Rivière-des-Prairies–Pointe-aux-Trembles"
299,279900,4,1,335,1971,"H1G1M6","Montréal-Nord"
300,499000,3,1,475,1952,"H8T2X7","Lachine"
301,389000,4,1,355,1949,"H1L4J8","Mercier–Hochelaga-Maisonneuve"
302,499900,3,2,502,1953,"H4L1N6","Saint-Laurent"
303,469000,3,1,288,1981,"H1J2H5","Anjou"
304,469000,4,2,418,1965,"H1P1G8","Saint-Léonard"
305,449000,4,2,655,1964,"H8Z2N6","Pierrefonds-Roxboro"
306,429000,5,2,526,1987,"H1A1Y2","Rivière-des-Prairies–Pointe-aux-Trembles"
307,1399000,3,1,139,1875,"H2W2H9","Le Plateau-Mont-Royal"
308,459000,4,2,412,1953,"H1N3J7","Mercier–Hochelaga-Maisonneuve"
309,419000,5,2,502,1950,"H4L2Y1","Saint-Laurent"
310,449000,3,1,794,1946,"H8R2G6","LaSalle"
311,449000,4,1,395,1953,"H4J2B1","Ahuntsic-Cartierville"
312,729000,4,2,463,1972,"H1P1G8","Saint-Léonard"
313,1250000,4,2,139,1875,"H3J2A9","Le Sud-Ouest"
314,379900,3,2,193,1952,"H1V1R9","Mercier–Hochelaga-Maisonneuve"
315,479900,4,1,466,1960,"H2B2A6","Ahuntsic-Cartierville"
316,399900,4,2,620,1987,"H1C2A6","Rivière-des-Prairies–Pointe-aux-Trembles"
317,1050000,5,3,850,1957,"H4M2A1","Saint-Laurent"
318,479000,5,2,321,1961,"H4L4T2","Saint-Laurent"
319,449999,3,1,231,1944,"H8P1C3","LaSalle"
320,349000,4,2,323,1989,"H1C2B4","Rivière-des-Prairies–Pointe-aux-Trembles"
321,639000,3,1,474,1959,"H8T2B3","Lachine"
322,689000,3,1,344,1952,"H4V2N7","Côte-des-Neiges–Notre-Dame-de-Grâce"
323,419000,3,2,638,1958,"H9J1H5","Pierrefonds-Roxboro"
324,849000,4,2,338,1925,"H4B2B8","Côte-des-Neiges–Notre-Dame-de-Grâce"
325,439000,3,1,465,1951,"H8T2S4","Lachine"
326,339000,3,1,604,1975,"H9H3Y8","Pierrefonds-Roxboro"
327,1149000,6,3,507,1982,"H4K2M5","Ahuntsic-Cartierville"
328,875000,5,2,215,1935,"H4B2G8","Côte-des-Neiges–Notre-Dame-de-Grâce"
329,599000,3,2,203,1910,"H1X2J3","Rosemont–La Petite-Patrie"
330,949000,5,3,547,1989,"H1R3Y2","Saint-Léonard"
331,1075000,4,2,208,1995,"H4R2S4","Saint-Laurent"
