"ID","price","bedrooms","bathrooms","lot_size","year_built","postal_code","borough"
667,334000,5,2,395,1955,"H1B4N9","Rivière-des-Prairies–Pointe-aux-Trembles"
668,389000,3,2,376,1984,"H1E2J8","Rivière-des-Prairies–Pointe-aux-Trembles"
669,929000,2,1,157,1900,"H2T2B1","Le Plateau-Mont-Royal"
670,939000,4,1,406,1978,"H8P2C8","LaSalle"
671,249000,3,1,184,1962,"H1E1G9","Rivière-des-Prairies–Pointe-aux-Trembles"
672,382500,3,1,412,1988,"H9H4W2","Pierrefonds-Roxboro"
673,1398000,5,2,199,1885,"H3K2K9","Le Sud-Ouest"
674,899000,3,1,950,1985,"H3K1E6","Le Sud-Ouest"
675,459500,3,1,286,1984,"H1K4X6","Anjou"
676,658000,3,2,440,1973,"H8R3S9","LaSalle"
677,349000,2,1,202,1930,"H8P2J3","LaSalle"
678,335000,3,1,372,1951,"H1Z3Y3","Villeray–Saint-Michel–Parc-Extension"
679,415000,2,2,460,1955,"H1K3Y6","Mercier–Hochelaga-Maisonneuve"
680,849000,4,2,143,1994,"H3E1X2","Verdun"
681,389000,2,1,103,1915,"H2G2V5","Rosemont–La Petite-Patrie"
682,938000,4,2,379,1947,"H4H1Z1","Verdun"
683,429000,3,1,305,1982,"H1L6L4","Mercier–Hochelaga-Maisonneuve"
684,469000,4,2,509,1964,"H9H2T9","Pierrefonds-Roxboro"
685,838000,4,2,292,1987,"H3E1R4","Verdun"
686,619000,4,1,530,1958,"H3M1H9","Ahuntsic-Cartierville"
687,498000,4,3,558,1987,"H1E1S4","Rivière-des-Prairies–Pointe-aux-Trembles"
688,1170000,3,2,256,1910,"H2S2S9","Rosemont–La Petite-Patrie"
689,349900,4,2,537,1969,"H9J2C1","Pierrefonds-Roxboro"
690,329000,2,2,458,1954,"H1G5C3","Montréal-Nord"
691,549000,2,1,192,1910,"H4E1L5","Le Sud-Ouest"
692,989000,4,3,1821,1860,"H1H1G2","Montréal-Nord"
693,749000,5,2,230,1950,"H4V2S5","Côte-des-Neiges–Notre-Dame-de-Grâce"
694,474900,5,2,683,1975,"H9E1E9","L'Île-Bizard–Sainte-Geneviève"
695,319000,4,2,373,1956,"H1H3T4","Montréal-Nord"
696,599000,3,2,239,1927,"H3L2G7","Ahuntsic-Cartierville"
697,928000,5,2,1489,1996,"H9E1S1","L'Île-Bizard–Sainte-Geneviève"
698,519800,3,2,697,1953,"H8Y1Z5","Pierrefonds-Roxboro"
699,389000,2,1,342,1942,"H4L3A5","Saint-Laurent"
700,469000,3,2,260,1962,"H4K1Y7","Saint-Laurent"
701,1228000,5,2,205,1922,"H3C2G8","Côte-des-Neiges–Notre-Dame-de-Grâce"
702,995000,6,3,312,2003,"H4L4R3","Saint-Laurent"
703,1349000,3,2,130,1885,"H2L4H3","Le Plateau-Mont-Royal"
704,437000,4,2,442,1978,"H1E2Z9","Rivière-des-Prairies–Pointe-aux-Trembles"
705,445000,3,1,250,1941,"H4L4P3","Saint-Laurent"
706,429000,3,1,427,1954,"H1N3H1","Mercier–Hochelaga-Maisonneuve"
707,409000,3,1,228,1990,"H9K1L3","Pierrefonds-Roxboro"
708,459000,4,2,523,1964,"H1G1Y2","Montréal-Nord"
709,510000,3,2,284,1974,"H1T3S8","Saint-Léonard"
710,349000,4,2,418,1964,"H1G3B3","Montréal-Nord"
711,639000,4,2,2031,1950,"H1A2B6","Rivière-des-Prairies–Pointe-aux-Trembles"
712,517700,3,1,288,1976,"H1T3T7","Saint-Léonard"
713,239000,3,2,218,1915,"H8S3P2","Lachine"
714,199000,3,1,270,1959,"H1E1Z3","Rivière-des-Prairies–Pointe-aux-Trembles"
715,405000,3,2,239,1946,"H2E2K7","Villeray–Saint-Michel–Parc-Extension"
716,479900,3,1,602,1961,"H8Y2J1","Pierrefonds-Roxboro"
717,659000,4,3,465,1900,"H8R3P9","LaSalle"
718,499000,2,2,328,1950,"H2E2T1","Villeray–Saint-Michel–Parc-Extension"
719,489000,4,2,401,1989,"H1E6Y6","Rivière-des-Prairies–Pointe-aux-Trembles"
720,439000,4,2,893,1975,"H9E1E6","L'Île-Bizard–Sainte-Geneviève"
721,488700,2,2,451,1955,"H8P3A9","LaSalle"
722,539000,3,2,315,2003,"H8Z3L8","Pierrefonds-Roxboro"
723,466667.4285,3,2,428,1949,"H1H4V9","Montréal-Nord"
724,424900,3,1,398,1955,"H8P2Z8","LaSalle"
725,1200000,6,3,164,1910,"H2T2X9","Le Plateau-Mont-Royal"
726,499900,5,1,557,1987,"H9C2S2","L'Île-Bizard–Sainte-Geneviève"
727,750000,4,3,410,1962,"H3M2S5","Ahuntsic-Cartierville"
728,374500,3,2,422,1984,"H1A4S1","Rivière-des-Prairies–Pointe-aux-Trembles"
729,449800,5,2,871,1958,"H1E2P5","Rivière-des-Prairies–Pointe-aux-Trembles"
730,275000,4,1,599,1945,"H1B4C9","Rivière-des-Prairies–Pointe-aux-Trembles"
731,489000,4,2,1022,1962,"H8Z1J3","Pierrefonds-Roxboro"
732,525000,3,1,552,1986,"H9H4V6","Pierrefonds-Roxboro"
733,899000,4,2,731,1956,"H4K1V3","Ahuntsic-Cartierville"
734,699000,3,1,211,1951,"H2A2X7","Villeray–Saint-Michel–Parc-Extension"
735,950000,4,2,2718,1992,"H9E1M5","L'Île-Bizard–Sainte-Geneviève"
736,848000,4,1,205,1921,"H4A2H4","Côte-des-Neiges–Notre-Dame-de-Grâce"
737,529000,4,2,448,1987,"H1S6S9","Rivière-des-Prairies–Pointe-aux-Trembles"
738,649000,4,2,460,1962,"H3M2X2","Ahuntsic-Cartierville"
739,499000,4,2,1022,1962,"H8Z1J3","Pierrefonds-Roxboro"
740,499000,4,2,452,1984,"H1E4L8","Rivière-des-Prairies–Pointe-aux-Trembles"
741,418000,4,1,309,1949,"H1T3H6","Rosemont–La Petite-Patrie"
742,447000,3,2,569,1962,"H8Z1E4","Pierrefonds-Roxboro"
743,650000,3,2,528,1994,"H9H4Y7","Pierrefonds-Roxboro"
744,279800,3,1,557,1973,"H1G2C3","Montréal-Nord"
745,759000,4,2,465,1948,"H8T2T6","Lachine"
746,450000,5,3,568,1962,"H8Z1A7","Pierrefonds-Roxboro"
747,645000,5,2,466,1961,"H3M1X3","Ahuntsic-Cartierville"
748,1325000,5,3,196,1920,"H4A2K7","Côte-des-Neiges–Notre-Dame-de-Grâce"
749,1295000,3,3,159,1900,"H2J3P2","Le Plateau-Mont-Royal"
750,439000,3,1,396,1955,"H8P2X8","LaSalle"
751,492500,3,2,398,1989,"H1E5S5","Rivière-des-Prairies–Pointe-aux-Trembles"
752,1299000,6,4,188,1910,"H2J3J8","Le Plateau-Mont-Royal"
753,799000,5,3,574,1950,"H8T1N7","Lachine"
754,745000,3,2,465,1955,"H3L3L8","Ahuntsic-Cartierville"
755,509000,3,2,418,1958,"H1K1V7","Anjou"
756,1449000,4,3,199,1960,"H3Y1R2","Ville-Marie"
757,529000,3,2,434,1951,"H8T2E6","Lachine"
758,568000,3,2,348,2002,"H1R3Z1","Saint-Léonard"
759,599000,3,1,136,1900,"H3K2P5","Le Sud-Ouest"
760,459000,3,2,306,1988,"H1E7M9","Rivière-des-Prairies–Pointe-aux-Trembles"
761,649000,4,2,446,1979,"H4K2H9","Ahuntsic-Cartierville"
762,799000,4,3,947,1924,"H4K1C8","Ahuntsic-Cartierville"
763,284900,3,1,204,1973,"H1A3E1","Rivière-des-Prairies–Pointe-aux-Trembles"
764,380000,3,1,478,1959,"H1L1M1","Mercier–Hochelaga-Maisonneuve"
765,379000,4,1,376,1976,"H8Z3B4","Pierrefonds-Roxboro"
766,789000,3,2,1459,1974,"H8Z2N1","Pierrefonds-Roxboro"
767,489000,4,2,737,1964,"H8Z1W2","Pierrefonds-Roxboro"
768,469000,3,1,276,1953,"H2E2L8","Villeray–Saint-Michel–Parc-Extension"
769,414000,3,1,1471,1988,"H9E1J1","L'Île-Bizard–Sainte-Geneviève"
770,690000,4,2,372,1961,"H1L2Z6","Mercier–Hochelaga-Maisonneuve"
771,379000,4,2,209,1949,"H1L4S9","Mercier–Hochelaga-Maisonneuve"
772,248700,3,1,427,1963,"H1B3J6","Rivière-des-Prairies–Pointe-aux-Trembles"
773,568000,3,2,301,1986,"H1R3X7","Saint-Léonard"
774,419000,3,1,297,2001,"H9H5H5","Pierrefonds-Roxboro"
775,449900,3,1,509,1984,"H9C2J1","L'Île-Bizard–Sainte-Geneviève"
776,789000,3,2,213,1998,"H8N3C6","LaSalle"
777,1475000,4,3,4099,1959,"H9E1A9","L'Île-Bizard–Sainte-Geneviève"
778,379000,2,2,669,1958,"H1E1G1","Rivière-des-Prairies–Pointe-aux-Trembles"
779,399000,4,1,489,1987,"H9H4V9","Pierrefonds-Roxboro"
780,739000,4,2,76,1926,"H2P1M6","Villeray–Saint-Michel–Parc-Extension"
781,1455000,5,3,295,1930,"H3W2L2","Côte-des-Neiges–Notre-Dame-de-Grâce"
782,489000,3,1,372,1956,"H1Z3N3","Villeray–Saint-Michel–Parc-Extension"
783,750000,3,2,4270,1831,"H9K1B7","Pierrefonds-Roxboro"
784,749900,3,2,830,1957,"H8Y1A1","Pierrefonds-Roxboro"
785,459000,4,2,627,1960,"H8Z2A8","Pierrefonds-Roxboro"
786,589000,4,2,494,1984,"H1E6E9","Rivière-des-Prairies–Pointe-aux-Trembles"
787,475000,4,2,1017,1900,"H2B2L1","Ahuntsic-Cartierville"
788,478900,3,2,728,1949,"H1A1Z4","Rivière-des-Prairies–Pointe-aux-Trembles"
789,445000,4,2,509,1986,"H1E6J3","Rivière-des-Prairies–Pointe-aux-Trembles"
790,449000,3,2,376,1944,"H1Z3E8","Villeray–Saint-Michel–Parc-Extension"
791,529000,4,1,292,1971,"H4L1X5","Saint-Laurent"
792,389999,3,2,526,1987,"H1C2A6","Rivière-des-Prairies–Pointe-aux-Trembles"
793,1018000,4,2,222,1910,"H4A2J5","Côte-des-Neiges–Notre-Dame-de-Grâce"
794,499000,3,1,165,1914,"H4L3C9","Saint-Laurent"
795,789000,6,2,575,1977,"H1M2J8","Mercier–Hochelaga-Maisonneuve"
796,339900,4,2,535,1981,"H1A4A8","Rivière-des-Prairies–Pointe-aux-Trembles"
797,639000,5,3,509,1979,"H3M2X4","Ahuntsic-Cartierville"
798,469500,5,2,538,1981,"H1E4B2","Rivière-des-Prairies–Pointe-aux-Trembles"
799,549000,4,2,395,1963,"H8T2B5","Lachine"
800,379000,3,2,139,1961,"H1L4A5","Mercier–Hochelaga-Maisonneuve"
801,565000,2,1,590,1949,"H8T2E7","Lachine"
802,699000,4,1,709,1950,"H4H2N2","Verdun"
803,474900,4,2,496,1981,"H1E3Z7","Rivière-des-Prairies–Pointe-aux-Trembles"
804,419000,3,2,843,1955,"H8Y1J5","Pierrefonds-Roxboro"
805,350000,4,2,591,1955,"H1E2N8","Rivière-des-Prairies–Pointe-aux-Trembles"
806,414900,2,1,327,1999,"H1J2W1","Anjou"
807,449000,3,2,280,1983,"H8N2T4","LaSalle"
808,874000,3,2,418,1946,"H1L4V6","Mercier–Hochelaga-Maisonneuve"
809,550000,4,2,862,1992,"H9C2W5","L'Île-Bizard–Sainte-Geneviève"
810,1199000,5,3,372,1955,"H4P1Z2","Côte-des-Neiges–Notre-Dame-de-Grâce"
811,449000,2,1,300,1947,"H1N3H3","Mercier–Hochelaga-Maisonneuve"
812,425000,3,2,489,1984,"H9J3P4","Pierrefonds-Roxboro"
813,329900,3,1,209,1973,"H9H3P1","Pierrefonds-Roxboro"
814,1200000,5,2,577,1949,"H3L1R4","Ahuntsic-Cartierville"
815,499000,4,2,486,1987,"H9J3N5","Pierrefonds-Roxboro"
816,469900,3,2,324,1993,"H1E6W7","Rivière-des-Prairies–Pointe-aux-Trembles"
817,324900,4,1,669,1960,"H9H2V1","Pierrefonds-Roxboro"
818,749000,3,1,526,1955,"H4M1L5","Saint-Laurent"
819,1250000,3,2,161,1875,"H2X3A3","Le Plateau-Mont-Royal"
820,1149000,6,4,1530,2000,"H4K2B6","Ahuntsic-Cartierville"
821,8e+05,4,3,1230,1990,"H8Z2Z2","Pierrefonds-Roxboro"
822,249000,3,1,576,1969,"H9C1J3","L'Île-Bizard–Sainte-Geneviève"
823,789000,4,2,1814,1976,"H9E1K5","L'Île-Bizard–Sainte-Geneviève"
824,450000,4,2,536,1967,"H8Z2X9","Pierrefonds-Roxboro"
825,1195000,6,5,251,1910,"H1V2Z7","Mercier–Hochelaga-Maisonneuve"
826,1288000,3,2,130,1885,"H2L4H9","Le Plateau-Mont-Royal"
827,589000,3,1,152,1985,"H2K2W4","Ville-Marie"
828,399000,4,2,348,1910,"H3M2X2","Ahuntsic-Cartierville"
829,649900,4,2,696,1989,"H1C2C3","Rivière-des-Prairies–Pointe-aux-Trembles"
830,599000,4,2,520,1959,"H1K3X4","Anjou"
831,799000,4,2,393,2003,"H8Y2J3","Pierrefonds-Roxboro"
832,925000,5,2,176,2000,"H4G3M8","Verdun"
833,249000,3,1,171,1915,"H4E2X2","Le Sud-Ouest"
834,599900,3,1,483,1957,"H4L1B9","Saint-Laurent"
835,468000,4,1,168,1972,"H4K1S9","Saint-Laurent"
836,469900,3,2,811,1985,"H1E5G2","Rivière-des-Prairies–Pointe-aux-Trembles"
837,599000,6,3,815,1960,"H8Y1H2","Pierrefonds-Roxboro"
838,659000,4,2,571,1998,"H9K1M5","Pierrefonds-Roxboro"
839,509000,2,1,126,1994,"H4R2R5","Saint-Laurent"
840,224900,3,1,144,1970,"H1B1R9","Rivière-des-Prairies–Pointe-aux-Trembles"
841,1499000,4,1,446,1901,"H2V3R4","Outremont"
842,950000,3,1,1948,1948,"H1A1W6","Rivière-des-Prairies–Pointe-aux-Trembles"
843,1250000,5,3,778,2016,"H9C1W9","L'Île-Bizard–Sainte-Geneviève"
844,449000,5,1,594,1964,"H9A1C8","Pierrefonds-Roxboro"
845,675000,3,2,1804,1901,"H8S2N1","Lachine"
846,475000,3,1,556,1951,"H8T2M3","Lachine"
847,1089963,3,2,309,1875,"H2L2Y3","Ville-Marie"
848,347500,4,2,497,1987,"H1C1Y7","Rivière-des-Prairies–Pointe-aux-Trembles"
849,379900,3,1,563,1962,"H8Z2J7","Pierrefonds-Roxboro"
850,769000,5,3,970,2000,"H9C2Y6","L'Île-Bizard–Sainte-Geneviève"
851,1200000,5,2,1315,1959,"H1G1C3","Montréal-Nord"
852,529000,3,2,467,1950,"H3M2W3","Ahuntsic-Cartierville"
853,1295000,4,4,388,1957,"H4M1M6","Saint-Laurent"
854,272500,3,1,176,1980,"H1A3Z3","Rivière-des-Prairies–Pointe-aux-Trembles"
855,839000,4,2,372,1942,"H4L1A7","Saint-Laurent"
856,259000,2,2,633,1920,"H1A4S3","Rivière-des-Prairies–Pointe-aux-Trembles"
857,249000,2,1,145,1958,"H1G4P3","Montréal-Nord"
858,1145000,3,2,280,1922,"H3X2P1","Côte-des-Neiges–Notre-Dame-de-Grâce"
859,439000,3,1,325,1951,"H2A2H6","Villeray–Saint-Michel–Parc-Extension"
860,629000,4,2,520,1959,"H1K3X4","Anjou"
861,629000,5,2,366,1953,"H4M2C8","Saint-Laurent"
862,579000,4,2,864,1988,"H9C2V3","L'Île-Bizard–Sainte-Geneviève"
863,649900,5,2,465,1954,"H4M1W5","Saint-Laurent"
864,499900,4,1,320,1956,"H3N2K8","Villeray–Saint-Michel–Parc-Extension"
865,444900,3,1,515,1950,"H8Y2V2","Pierrefonds-Roxboro"
866,649000,3,1,443,1958,"H3M1X4","Ahuntsic-Cartierville"
867,539000,5,2,507,1986,"H1E6C9","Rivière-des-Prairies–Pointe-aux-Trembles"
868,399000,4,2,418,1960,"H1G1V9","Montréal-Nord"
869,549000,4,2,493,1959,"H4K1Z5","Saint-Laurent"
870,715000,3,1,348,1955,"H1T2L8","Rosemont–La Petite-Patrie"
871,337000,3,1,460,1973,"H1A2Z7","Rivière-des-Prairies–Pointe-aux-Trembles"
872,459000,3,2,387,1955,"H8P2X9","LaSalle"
873,399000,3,1,365,1915,"H8S3V8","Lachine"
874,529000,3,2,418,1965,"H1P1S7","Saint-Léonard"
875,310000,5,1,431,1960,"H1A2P8","Rivière-des-Prairies–Pointe-aux-Trembles"
876,898000,4,3,394,1971,"H4K2A8","Ahuntsic-Cartierville"
877,439000,4,2,567,1964,"H8Z1N1","Pierrefonds-Roxboro"
878,349000,2,2,208,1956,"H1E2B7","Rivière-des-Prairies–Pointe-aux-Trembles"
879,329900,3,1,470,1973,"H1A2Z5","Rivière-des-Prairies–Pointe-aux-Trembles"
880,449000,4,2,452,1948,"H4L3W5","Saint-Laurent"
881,429000,2,2,209,1954,"H1T1M4","Rosemont–La Petite-Patrie"
882,1262425.5,5,4,309,1875,"H2L2Y3","Ville-Marie"
883,524000,4,1,372,1947,"H4L3T2","Saint-Laurent"
884,399500,4,2,524,1979,"H1E2C5","Rivière-des-Prairies–Pointe-aux-Trembles"
885,599000,3,1,140,1885,"H3K2M1","Le Sud-Ouest"
886,286000,3,1,499,1989,"H1A3C6","Rivière-des-Prairies–Pointe-aux-Trembles"
887,399000,4,1,467,1957,"H9H2K5","Pierrefonds-Roxboro"
888,899000,5,2,758,1961,"H1K1L1","Anjou"
889,539900,3,2,180,1997,"H4N3G8","Ahuntsic-Cartierville"
890,467000,3,2,412,1983,"H1L4Z5","Mercier–Hochelaga-Maisonneuve"
891,449000,3,2,393,1930,"H8S1G6","Lachine"
892,325000,2,1,491,1973,"H1A1H9","Rivière-des-Prairies–Pointe-aux-Trembles"
893,264700,4,2,187,1970,"H1G1L9","Montréal-Nord"
894,429000,4,2,553,2000,"H9C1H7","L'Île-Bizard–Sainte-Geneviève"
895,639000,5,2,679,1959,"H1L1J4","Mercier–Hochelaga-Maisonneuve"
896,529000,3,1,380,1948,"H4H2N1","Verdun"
897,828000,4,2,377,1951,"H4B2L4","Côte-des-Neiges–Notre-Dame-de-Grâce"
898,534000,3,2,421,1986,"H1E5S5","Rivière-des-Prairies–Pointe-aux-Trembles"
899,289900,4,1,453,1945,"H1H5B6","Montréal-Nord"
900,1398000,3,1,148,1885,"H2W2B8","Le Plateau-Mont-Royal"
901,365000,5,1,532,1977,"H8Z3A7","Pierrefonds-Roxboro"
902,574000,4,1,459,1989,"H9J3V2","Pierrefonds-Roxboro"
903,599000,4,2,418,1950,"H2E2V4","Villeray–Saint-Michel–Parc-Extension"
904,370000,5,2,318,1941,"H8R1P4","Lachine"
905,409000,4,1,599,1962,"H8Z2E2","Pierrefonds-Roxboro"
906,379000,2,1,187,1920,"H4E2J2","Le Sud-Ouest"
907,449000,4,1,301,1975,"H1J1Z8","Anjou"
908,390000,3,1,260,1925,"H8T1Z5","Lachine"
909,399900,5,2,395,1956,"H1G5S7","Montréal-Nord"
910,569000,3,2,465,1975,"H1K2X2","Anjou"
911,1249900,6,1,259,1917,"H4A2Z3","Côte-des-Neiges–Notre-Dame-de-Grâce"
912,718900,4,2,322,1952,"H8P2N8","LaSalle"
913,1199000,5,2,266,1924,"H4A2Z7","Côte-des-Neiges–Notre-Dame-de-Grâce"
914,889000,6,4,615,1966,"H4K1A3","Ahuntsic-Cartierville"
915,649000,3,3,850,1984,"H1G6L3","Montréal-Nord"
916,479000,3,2,435,1947,"H4H2P1","Verdun"
917,349000,4,2,480,1956,"H1H2P1","Montréal-Nord"
918,419000,6,2,1070,1976,"H9C1L3","L'Île-Bizard–Sainte-Geneviève"
919,399000,2,1,287,1951,"H1N2X1","Mercier–Hochelaga-Maisonneuve"
920,359000,5,2,406,1973,"H1B3M6","Rivière-des-Prairies–Pointe-aux-Trembles"
921,529500,3,2,494,1959,"H1K3L7","Anjou"
922,699000,4,2,407,1951,"H2E2A9","Villeray–Saint-Michel–Parc-Extension"
923,1199000,5,2,369,1915,"H4A3N5","Côte-des-Neiges–Notre-Dame-de-Grâce"
924,359000,3,1,179,1977,"H9C1Y6","L'Île-Bizard–Sainte-Geneviève"
925,290000,3,2,589,1964,"H1E2G2","Rivière-des-Prairies–Pointe-aux-Trembles"
926,397700,3,1,176,1986,"H1E6W8","Rivière-des-Prairies–Pointe-aux-Trembles"
927,649000,2,1,126,1996,"H4R2R7","Saint-Laurent"
928,724000,2,1,234,1930,"H1W2S8","Rosemont–La Petite-Patrie"
929,649000,5,2,307,1985,"H8N2K8","LaSalle"
930,1299000,4,2,459,1915,"H4B2H2","Côte-des-Neiges–Notre-Dame-de-Grâce"
931,379000,3,1,199,1989,"H1K2V3","Anjou"
932,484500,3,2,670,1984,"H1K4X5","Anjou"
933,550000,5,2,1253,1975,"H9C1N7","L'Île-Bizard–Sainte-Geneviève"
934,399900,4,2,325,1985,"H9H4W5","Pierrefonds-Roxboro"
935,305000,3,3,446,1920,"H1H3Y9","Montréal-Nord"
936,688000,3,2,1108,1974,"H8Z2Y7","Pierrefonds-Roxboro"
937,419900,4,2,836,1966,"H9J1T6","Pierrefonds-Roxboro"
938,335000,4,2,462,1983,"H1C1W8","Rivière-des-Prairies–Pointe-aux-Trembles"
939,499900,3,1,372,1947,"H8T3B9","Lachine"
940,409000,4,1,605,1967,"H8Z1R6","Pierrefonds-Roxboro"
941,399000,5,2,277,1971,"H1G1Y4","Montréal-Nord"
942,499000,3,2,379,1953,"H1L6G2","Mercier–Hochelaga-Maisonneuve"
943,499000,3,1,385,2001,"H9K1P4","Pierrefonds-Roxboro"
944,359000,4,1,547,1962,"H8Z1V4","Pierrefonds-Roxboro"
945,430000,3,1,372,1957,"H1Z3N4","Villeray–Saint-Michel–Parc-Extension"
946,519000,3,2,316,1940,"H4L3J2","Saint-Laurent"
947,549900,3,1,322,1980,"H1K4M5","Mercier–Hochelaga-Maisonneuve"
948,389000,4,1,307,1950,"H1L5X4","Mercier–Hochelaga-Maisonneuve"
949,459000,3,2,978,1981,"H1C1K5","Rivière-des-Prairies–Pointe-aux-Trembles"
950,1049000,4,3,980,2002,"H8Y3R4","Pierrefonds-Roxboro"
951,649000,4,2,596,1987,"H9K1J3","Pierrefonds-Roxboro"
952,359000,3,1,186,1979,"H9C1Y9","L'Île-Bizard–Sainte-Geneviève"
953,930000,3,3,402,1930,"H1X1P3","Rosemont–La Petite-Patrie"
954,499000,2,1,856,1700,"H9H3A3","L'Île-Bizard–Sainte-Geneviève"
955,364000,4,2,561,1967,"H1B3G3","Rivière-des-Prairies–Pointe-aux-Trembles"
956,249000,2,1,235,1971,"H1G1M7","Montréal-Nord"
957,439000,3,1,303,1987,"H8Y3M1","Pierrefonds-Roxboro"
958,849000,3,2,226,1945,"H2M1V4","Ahuntsic-Cartierville"
959,639900,3,2,126,2002,"H4R3B1","Saint-Laurent"
960,365000,5,2,592,1960,"H8Z2B9","Pierrefonds-Roxboro"
961,569000,4,1,584,1939,"H8R1K1","Lachine"
962,575000,3,1,348,1949,"H3M2X5","Ahuntsic-Cartierville"
963,359000,2,1,644,1981,"H1A4A2","Rivière-des-Prairies–Pointe-aux-Trembles"
964,229900,3,1,168,1970,"H1B3B4","Rivière-des-Prairies–Pointe-aux-Trembles"
965,489000,4,2,628,1961,"H8Z1W2","Pierrefonds-Roxboro"
966,739000,4,2,392,1885,"H3K2M5","Le Sud-Ouest"
967,339000,3,2,209,1973,"H9H3P1","Pierrefonds-Roxboro"
968,549000,3,2,716,1957,"H1P2R1","Saint-Léonard"
969,329000,4,1,343,1963,"H1G2C7","Montréal-Nord"
970,469900,4,2,641,1959,"H9H2H5","Pierrefonds-Roxboro"
971,449900,4,2,521,1977,"H1E2B4","Rivière-des-Prairies–Pointe-aux-Trembles"
972,329000,3,1,223,1985,"H1E6C1","Rivière-des-Prairies–Pointe-aux-Trembles"
973,264900,3,1,487,1983,"H9C2J1","L'Île-Bizard–Sainte-Geneviève"
974,329000,2,2,409,1954,"H1G5C3","Montréal-Nord"
975,898000,2,1,82,1906,"H2V2G7","Outremont"
976,419900,3,1,280,1964,"H1K3T1","Anjou"
977,489900,4,2,367,1954,"H4L1G4","Saint-Laurent"
978,379000,3,2,590,1940,"H1B4H6","Rivière-des-Prairies–Pointe-aux-Trembles"
979,355000,3,2,413,1986,"H1A5A6","Rivière-des-Prairies–Pointe-aux-Trembles"
980,649000,6,2,598,1967,"H1P2P9","Saint-Léonard"
981,494900,4,2,422,1966,"H1H4S8","Montréal-Nord"
982,399000,3,1,238,1950,"H4L3W9","Saint-Laurent"
983,679800,3,1,181,1922,"H1Y2N1","Rosemont–La Petite-Patrie"
984,995000,5,4,813,1954,"H8Y2E5","Pierrefonds-Roxboro"
985,535000,4,3,348,1953,"H4L3S6","Saint-Laurent"
986,779000,5,3,897,1995,"H9E2S1","L'Île-Bizard–Sainte-Geneviève"
987,598000,4,2,632,1959,"H9H2L9","L'Île-Bizard–Sainte-Geneviève"
988,329000,3,2,728,1949,"H1A1Z4","Rivière-des-Prairies–Pointe-aux-Trembles"
989,575000,2,2,689,1910,"H4E1E2","Le Sud-Ouest"
990,699900,2,1,60,1923,"H2W2B6","Le Plateau-Mont-Royal"
991,339000,3,2,418,1965,"H1B3E4","Rivière-des-Prairies–Pointe-aux-Trembles"
992,379900,3,1,557,1957,"H9H2K1","Pierrefonds-Roxboro"
993,629000,5,3,871,1958,"H8Y1K3","Pierrefonds-Roxboro"
994,429900,3,2,457,1987,"H1L5G3","Rivière-des-Prairies–Pointe-aux-Trembles"
995,439000,3,1,272,1986,"H1E5S1","Rivière-des-Prairies–Pointe-aux-Trembles"
996,349000,3,2,434,1962,"H8Y1Z8","Pierrefonds-Roxboro"
997,329000,3,2,371,1955,"H1H3X1","Montréal-Nord"
998,427000,4,2,422,1961,"H8Y1Z7","Pierrefonds-Roxboro"
999,284500,4,2,150,1971,"H1G1M7","Montréal-Nord"
1000,569000,4,2,724,1958,"H9H2N9","Pierrefonds-Roxboro"
